,item_id,item_feature_0,item_feature_1,item_feature_2,item_feature_3
20,20,0.8550435415929286,e88594e2095dc09c70763bd14b6bb16e,c72dd70c97975aad5865c138b5c3c501,360f242a6660cf5ee5249dc3c197fe62
21,21,-0.6292718912190439,1f0bd59babc615f7876d70abd81b0703,c72dd70c97975aad5865c138b5c3c501,360f242a6660cf5ee5249dc3c197fe62
22,22,0.8550435415929286,e88594e2095dc09c70763bd14b6bb16e,d746b3324d88d353b5e1b82780f4d180,680f9d18b8f0ffa4633d41a7738c3c57
23,23,-0.2994240172608278,37784fea97b5827eeaf4a23dbff98b73,d746b3324d88d353b5e1b82780f4d180,680f9d18b8f0ffa4633d41a7738c3c57
24,24,-0.7235141409213913,3220392a73f0fb73e5509a3f6b89ae64,9dc794e30838384fe6068c9636d35d39,360f242a6660cf5ee5249dc3c197fe62
25,25,-0.95911976517726,980e8ad619a60423e616b67cfb8e09b9,9dc794e30838384fe6068c9636d35d39,360f242a6660cf5ee5249dc3c197fe62
26,26,-0.6292718912190439,980e8ad619a60423e616b67cfb8e09b9,a164a8f4dbd09847e25a3956e12bccff,360f242a6660cf5ee5249dc3c197fe62
27,27,-0.6292718912190439,980e8ad619a60423e616b67cfb8e09b9,d746b3324d88d353b5e1b82780f4d180,680f9d18b8f0ffa4633d41a7738c3c57
28,28,0.3367111682300176,72f3f67e8e9907b474c547847f8d5fd3,92b8c61a1a556299172a5705f5a927db,360f242a6660cf5ee5249dc3c197fe62
29,29,-0.2994240172608278,980e8ad619a60423e616b67cfb8e09b9,a3438007435a63dbe0ea33f5a0d1e84a,360f242a6660cf5ee5249dc3c197fe62
30,30,-0.2994240172608278,980e8ad619a60423e616b67cfb8e09b9,5e886301a0b2b816d35a1209d156acdd,2951c610187f9e9e8281ecd31a156bd1
31,31,-0.2994240172608278,980e8ad619a60423e616b67cfb8e09b9,a3438007435a63dbe0ea33f5a0d1e84a,360f242a6660cf5ee5249dc3c197fe62
32,32,0.17178723125090953,72f3f67e8e9907b474c547847f8d5fd3,04a71d6c9b0aa3b9e462a6923d1e8393,25e55d04edea9bd0a20aff26ac263414
33,33,-0.32298457968641464,72f3f67e8e9907b474c547847f8d5fd3,e1f84cd2715873f04359fb55b370f328,9ef568e90bed3b76bc560e33435f7c1d
34,34,0.5016351052091257,72f3f67e8e9907b474c547847f8d5fd3,5e32ca87b332cb657386052c2962f06f,e6dceba864edcc7bf60d38616a52a13d
35,35,-0.5585902039422833,72f3f67e8e9907b474c547847f8d5fd3,b02dadb348cf4ac330bf1d90cb80237e,2951c610187f9e9e8281ecd31a156bd1
36,36,-0.13450008028171972,3220392a73f0fb73e5509a3f6b89ae64,5e886301a0b2b816d35a1209d156acdd,2951c610187f9e9e8281ecd31a156bd1
37,37,-0.39366626696317525,f3a3cc32a3967214164eb2709555b3f7,5e886301a0b2b816d35a1209d156acdd,2951c610187f9e9e8281ecd31a156bd1
38,38,-0.3701057045375884,cd7b41b498ea6d9180ad3fd389422c39,d746b3324d88d353b5e1b82780f4d180,680f9d18b8f0ffa4633d41a7738c3c57
39,39,-0.46434795423993586,734fc1b871abffa4db3be9bc16ad80f7,b02dadb348cf4ac330bf1d90cb80237e,2951c610187f9e9e8281ecd31a156bd1
40,40,4.15352228117509,e88594e2095dc09c70763bd14b6bb16e,cedae94e7ca42bac679afaf582fda539,e6dceba864edcc7bf60d38616a52a13d
41,41,0.03042385669738834,734fc1b871abffa4db3be9bc16ad80f7,e1f84cd2715873f04359fb55b370f328,9ef568e90bed3b76bc560e33435f7c1d
42,42,-0.4879085166655227,980e8ad619a60423e616b67cfb8e09b9,9dc794e30838384fe6068c9636d35d39,360f242a6660cf5ee5249dc3c197fe62
43,43,-0.95911976517726,980e8ad619a60423e616b67cfb8e09b9,9dc794e30838384fe6068c9636d35d39,360f242a6660cf5ee5249dc3c197fe62
44,44,-0.46434795423993586,980e8ad619a60423e616b67cfb8e09b9,a164a8f4dbd09847e25a3956e12bccff,360f242a6660cf5ee5249dc3c197fe62
45,45,-0.7941958281981519,980e8ad619a60423e616b67cfb8e09b9,1b433010466b794694fc6f5f29eac0d8,360f242a6660cf5ee5249dc3c197fe62
